FORECAST,AVERAGE PAYMENT,AVERAGE BILL,CREDIT SCORES,AGE,SEX,MARRIAGE,EDUCATION,LAST PAYMENT
100854.14,1292.5,27195.83333333330,671,early 30s,Male,Married,High School,Use of Revolving Credit
115513.375,4943.166666666670,15482.166666666700,666,late 30s,Male,Single,University,Use of Revolving Credit
164549.0,2833.333333333330,50007.16666666670,681,early 30s,Male,Single,Graduate School,Use of Revolving Credit
95394.26,1439.1666666666700,29496.0,668,late 30s,Male,Single,High School,Use of Revolving Credit
124078.49,2622.1666666666700,61372.66666666670,662,40,Female,Single,High School,Use of Revolving Credit
246118.5,6950.166666666670,224123.8333333330,686,early 30s,Female,Married,High School,Late Payment
127636.95,2007.1666666666700,28391.166666666700,654,late 30s,Male,Married,Others,Use of Revolving Credit
40468.0,1001.5,16877.5,660,40,Male,Married,High School,Late Payment
146243.27,1087.1666666666700,35342.666666666700,673,40,Male,Married,Graduate School,Use of Revolving Credit
129407.01,7127.0,14281.333333333300,672,early 30s,Female,Single,High School,Use of Revolving Credit
97930.1,2156.5,25993.5,660,40,Female,Single,High School,Use of Revolving Credit
292868.75,9732.0,207957.5,699,late 20s,Female,Single,Graduate School,Use of Revolving Credit
210783.73,5420.5,5948.0,690,late 30s,Male,Married,Graduate School,Paid In Full
355051.44,13911.166666666700,306659.0,698,early 30s,Female,Single,University,Use of Revolving Credit
88830.03,3066.6666666666700,85138.33333333330,667,early 20s,Female,Single,University,Late Payment
113595.04,3626.0,6126.333333333330,675,late 30s,Female,Single,High School,Late Payment
76878.48,2106.5,70834.66666666670,670,late 30s,Male,Single,High School,Late Payment
105680.09,821.0,8999.333333333330,670,early 30s,Female,Single,University,Use of Revolving Credit
174083.34,3574.0,4331.833333333330,648,40,Female,Single,Others,Paid In Full
231440.73,19179.83333333330,34077.5,708,early 30s,Female,Married,Graduate School,Use of Revolving Credit
111677.914,920.5,3258.0,636,40,Female,Divorced,University,Use of Revolving Credit
64184.414,964.5,20048.5,659,early 20s,Male,Single,University,Use of Revolving Credit
213736.53,5039.166666666670,123930.5,685,late 20s,Male,Single,Graduate School,Use of Revolving Credit
186607.4,4567.0,113093.66666666700,681,late 20s,Male,Single,University,Use of Revolving Credit
26608.604,788.0,7477.5,671,early 20s,Male,Single,Graduate School,Late Payment
119400.29,5048.666666666670,37594.833333333300,671,late 30s,Female,Single,High School,Use of Revolving Credit
125955.39,3582.6666666666700,32738.666666666700,675,late 30s,Male,Married,University,Use of Revolving Credit
115549.77,2250.0,33418.666666666700,667,late 20s,Male,Single,University,Use of Revolving Credit
178693.11,9229.833333333330,61240.0,699,early 30s,Female,Married,University,Use of Revolving Credit
109222.18,705.6666666666670,18936.666666666700,669,early 30s,Male,Married,University,Use of Revolving Credit
208023.89,6183.333333333330,150477.5,691,late 30s,Female,Married,High School,Use of Revolving Credit
158422.98,325.0,390.0,669,40,Female,Married,High School,Paid In Full
167044.08,8164.5,8718.666666666670,669,40,Male,Single,Graduate School,Use of Revolving Credit
213505.34,4903.166666666670,119266.83333333300,687,late 20s,Female,Single,Graduate School,Use of Revolving Credit
224757.05,4169.333333333330,91303.16666666670,696,early 30s,Male,Single,Graduate School,Use of Revolving Credit
203081.89,4662.333333333330,100156.0,690,late 20s,Female,Single,Graduate School,Use of Revolving Credit
255129.31,14529.666666666700,16947.166666666700,702,late 30s,Male,Married,Graduate School,Paid In Full
126070.34,415.0,390.0,665,early 20s,Male,Single,University,Paid In Full
198942.4,15496.166666666700,30339.0,693,late 20s,Female,Single,Graduate School,Use of Revolving Credit
244992.36,10443.666666666700,131650.0,683,40,Female,Married,High School,Paid In Full
106091.72,1450.1666666666700,28446.666666666700,678,early 20s,Female,Single,Graduate School,Use of Revolving Credit
170192.72,3231.0,86308.16666666670,677,late 20s,Male,Single,Graduate School,Use of Revolving Credit
132937.45,936.6666666666670,15565.666666666700,676,early 30s,Male,Single,Graduate School,Use of Revolving Credit
122629.34,3916.6666666666700,109276.0,669,40,Female,Married,University,Late Payment
158959.61,8109.333333333330,133716.33333333300,674,40,Female,Married,University,Late Payment
120063.1,1340.8333333333300,27340.666666666700,672,early 30s,Female,Single,University,Use of Revolving Credit
225715.72,8850.0,11193.333333333300,701,late 20s,Female,Single,Graduate School,Paid In Full
100536.37,619.0,8966.666666666670,631,40,Male,Single,Others,Use of Revolving Credit
70051.71,1216.6666666666700,23424.83333333330,662,early 20s,Male,Single,University,Use of Revolving Credit
108084.555,3400.0,34762.666666666700,662,40,Male,Single,High School,Use of Revolving Credit
72151.52,5658.5,14581.833333333300,664,early 20s,Female,Single,High School,Use of Revolving Credit
92004.51,1939.3333333333300,44794.16666666670,672,early 20s,Female,Married,University,Use of Revolving Credit
147731.3,2181.0,68397.66666666670,667,40,Male,Married,University,Use of Revolving Credit
222504.97,5050.5,141705.5,690,late 30s,Female,Single,Graduate School,Late Payment
87334.77,2100.0,16332.666666666700,671,early 30s,Female,Single,University,Use of Revolving Credit
169387.92,3544.0,75782.66666666670,658,early 30s,Male,Married,Others,Use of Revolving Credit
144317.8,1193.5,25811.666666666700,687,late 30s,Female,Married,Graduate School,Use of Revolving Credit
214825.3,4948.333333333330,112340.66666666700,687,early 30s,Female,Single,Graduate School,Use of Revolving Credit
90868.17,1318.6666666666700,38741.5,680,late 30s,Female,Married,University,Late Payment
114681.51,2532.1666666666700,28321.166666666700,673,early 30s,Female,Single,University,Use of Revolving Credit
192084.77,18360.666666666700,97860.16666666670,670,early 20s,Female,Single,University,Use of Revolving Credit
115395.92,10731.0,22916.33333333330,680,early 20s,Female,Single,University,Use of Revolving Credit
220613.12,3548.0,3540.333333333330,673,40,Male,Married,University,No Consumption
116689.07,1266.6666666666700,28596.33333333330,664,40,Male,Married,University,Use of Revolving Credit
196177.5,558.5,706.3333333333330,693,late 30s,Female,Married,Graduate School,Paid In Full
79814.625,1002.5,4811.833333333330,680,early 30s,Female,Married,University,Late Payment
279034.97,8281.166666666670,187409.5,696,early 30s,Female,Single,Graduate School,Use of Revolving Credit
76097.61,683.5,16928.166666666700,662,40,Male,Married,High School,Late Payment
133077.94,1202.0,7946.166666666670,681,early 30s,Female,Single,Graduate School,Use of Revolving Credit
98661.48,1163.6666666666700,12696.0,665,late 20s,Male,Single,University,Use of Revolving Credit
137240.95,3961.6666666666700,118430.16666666700,686,late 20s,Female,Married,High School,Late Payment
117011.586,1142.6666666666700,33686.166666666700,662,40,Male,Married,University,Use of Revolving Credit
237544.88,7312.0,174356.0,687,late 20s,Female,Single,University,Use of Revolving Credit
100183.14,6468.833333333330,9860.166666666670,669,early 20s,Female,Single,University,Use of Revolving Credit
127784.77,1333.3333333333300,6075.333333333330,681,late 20s,Female,Single,Graduate School,Use of Revolving Credit
209336.98,2333.833333333330,2073.333333333330,688,late 20s,Female,Single,Graduate School,Paid In Full
136160.02,2141.6666666666700,47021.0,680,late 30s,Female,Married,University,Use of Revolving Credit
206076.84,5676.5,167538.0,667,40,Male,Single,High School,Use of Revolving Credit
75096.85,2933.333333333330,71016.83333333330,672,early 30s,Male,Single,High School,Late Payment
286419.53,10666.666666666700,228678.8333333330,686,early 30s,Female,Single,University,Use of Revolving Credit
173807.02,7500.0,93441.0,682,late 30s,Female,Married,University,Use of Revolving Credit
172594.88,540.0,540.0,666,40,Male,Married,University,Paid In Full
314140.7,20500.0,88579.5,694,early 30s,Female,Married,Graduate School,Paid In Full
63500.18,1400.1666666666700,20538.5,670,early 20s,Female,Married,University,Use of Revolving Credit
89468.08,1500.0,12917.666666666700,671,late 30s,Male,Single,University,Late Payment
119329.04,7060.5,26099.666666666700,679,early 20s,Female,Single,Graduate School,Use of Revolving Credit
151847.42,1347.1666666666700,1612.3333333333300,669,40,Female,Married,High School,Paid In Full
115602.98,4638.333333333330,34346.666666666700,672,early 20s,Male,Single,Graduate School,Use of Revolving Credit
223815.3,4850.0,122046.33333333300,683,40,Male,Married,Graduate School,Use of Revolving Credit
209867.9,19613.666666666700,84801.0,626,early 30s,Female,Single,Others,Use of Revolving Credit
332666.38,10709.333333333300,309511.0,702,early 30s,Female,Single,University,Late Payment
83798.45,838.6666666666670,15211.0,657,40,Male,Married,High School,Use of Revolving Credit
83109.664,1433.3333333333300,39362.833333333300,664,early 20s,Male,Single,University,Use of Revolving Credit
105597.6,1833.3333333333300,10796.5,672,late 30s,Male,Married,University,Use of Revolving Credit
85123.95,1016.6666666666700,10491.0,669,early 20s,Male,Single,Graduate School,Use of Revolving Credit
129352.516,2248.333333333330,64437.5,678,late 30s,Female,Married,High School,Use of Revolving Credit
145174.36,19630.5,36252.333333333300,653,40,Male,Married,High School,Use of Revolving Credit
222431.78,8127.5,7756.0,687,early 30s,Female,Married,University,Paid In Full
184397.47,3850.8333333333300,88424.33333333330,687,early 30s,Male,Single,University,Use of Revolving Credit
76449.66,1166.6666666666700,38906.833333333300,672,early 20s,Female,Single,Graduate School,Use of Revolving Credit
227138.55,5834.166666666670,115356.16666666700,696,early 30s,Female,Married,Graduate School,Use of Revolving Credit
104598.14,167.66666666666700,8192.166666666670,684,late 20s,Female,Single,Graduate School,Late Payment
180597.17,3683.0,99130.16666666670,675,40,Male,Married,University,Use of Revolving Credit
70073.93,1005.3333333333300,15446.833333333300,680,late 30s,Female,Married,High School,Late Payment
141155.47,920.6666666666670,920.6666666666670,681,early 30s,Female,Married,University,Late Payment
216610.77,7383.666666666670,134055.33333333300,690,early 30s,Female,Single,Graduate School,Late Payment
164421.42,1259.6666666666700,1786.5,673,early 30s,Male,Single,University,Paid In Full
181898.73,14933.166666666700,17511.833333333300,694,early 20s,Female,Single,University,Paid In Full
56397.61,1433.3333333333300,13534.166666666700,665,early 20s,Female,Single,University,Use of Revolving Credit
187048.69,5004.0,133576.5,684,late 30s,Male,Married,High School,Use of Revolving Credit
183216.2,392.0,363.6666666666670,682,early 30s,Female,Married,University,Paid In Full
216339.31,4918.5,5918.666666666670,657,early 30s,Female,Single,Others,Paid In Full
173463.33,1566.6666666666700,69332.66666666670,678,early 30s,Male,Single,Graduate School,Use of Revolving Credit
202883.11,4858.333333333330,6682.833333333330,696,late 30s,Female,Married,Graduate School,Paid In Full
208564.45,7920.166666666670,163576.16666666700,662,early 20s,Female,Single,Others,Use of Revolving Credit
214222.16,6194.5,4848.833333333330,678,late 30s,Male,Single,University,Paid In Full
156766.6,4300.0,99753.5,677,early 20s,Male,Single,Graduate School,Use of Revolving Credit
69620.89,1500.0,37280.333333333300,669,late 20s,Male,Single,University,Late Payment
98353.484,598.8333333333330,13629.666666666700,655,40,Male,Single,University,Use of Revolving Credit
139258.12,21490.666666666700,56350.0,650,early 20s,Female,Married,High School,Use of Revolving Credit
133016.97,1136.1666666666700,1474.1666666666700,672,early 20s,Female,Single,University,Paid In Full
173095.2,5804.833333333330,28064.166666666700,686,early 30s,Male,Married,Graduate School,Use of Revolving Credit
164914.7,634.3333333333330,819.1666666666670,671,late 20s,Male,Single,University,Paid In Full
172981.38,2365.1666666666700,73078.33333333330,673,40,Male,Married,Graduate School,Use of Revolving Credit
236095.81,7784.5,7733.0,691,40,Female,Married,University,No Consumption
208227.77,4003.0,116116.5,697,late 30s,Female,Single,University,Use of Revolving Credit
171787.27,325.0,390.0,665,40,Male,Married,University,Paid In Full
205762.81,5098.0,137590.66666666700,683,late 30s,Male,Married,Graduate School,Use of Revolving Credit
128767.164,12739.333333333300,29598.33333333330,665,early 20s,Female,Single,University,Use of Revolving Credit
173233.31,2215.6666666666700,3161.5,673,late 30s,Male,Single,University,Paid In Full
362960.97,21106.33333333330,256946.16666666700,730,late 20s,Female,Single,University,Use of Revolving Credit
91865.23,2118.833333333330,49464.333333333300,665,early 20s,Male,Single,University,Use of Revolving Credit
363071.88,42019.5,27323.666666666700,719,late 20s,Female,Single,Graduate School,Paid In Full
46488.6,916.6666666666670,4292.5,674,late 20s,Female,Single,University,Late Payment
188383.27,4060.8333333333300,75493.5,689,late 30s,Male,Married,Graduate School,Use of Revolving Credit
147387.62,1391.1666666666700,40822.0,651,40,Female,Divorced,Graduate School,Use of Revolving Credit
157098.02,1554.6666666666700,40304.333333333300,690,late 30s,Female,Married,Graduate School,Use of Revolving Credit
222015.44,5616.666666666670,134910.16666666700,684,late 20s,Male,Single,Graduate School,Use of Revolving Credit
172549.11,455.0,648.3333333333330,684,late 30s,Female,Married,High School,Paid In Full
146332.12,3206.1666666666700,83767.66666666670,679,early 20s,Female,Single,Graduate School,Use of Revolving Credit
88805.984,1366.6666666666700,42223.16666666670,668,early 20s,Female,Single,University,Use of Revolving Credit
85513.67,3521.833333333330,17947.166666666700,667,early 20s,Female,Married,University,Use of Revolving Credit
224870.36,8052.0,187303.66666666700,689,late 30s,Male,Married,High School,Late Payment
106899.06,1359.8333333333300,1919.0,670,late 30s,Male,Married,High School,Use of Revolving Credit
61402.344,1676.8333333333300,17470.166666666700,679,early 30s,Female,Married,University,Late Payment
129678.805,3216.6666666666700,16843.333333333300,684,early 30s,Female,Single,Graduate School,Late Payment
88772.47,2087.5,39402.333333333300,668,early 20s,Female,Single,University,Use of Revolving Credit
145622.36,7768.166666666670,33060.833333333300,687,late 20s,Male,Married,University,Use of Revolving Credit
68913.8,1300.0,25415.666666666700,679,early 30s,Female,Married,University,Late Payment
120012.52,3212.6666666666700,44971.66666666670,678,early 20s,Female,Single,Graduate School,Use of Revolving Credit
130141.63,1973.3333333333300,39902.833333333300,677,late 20s,Female,Single,University,Use of Revolving Credit
248044.03,11253.5,12677.333333333300,691,early 30s,Female,Single,Graduate School,Paid In Full
118087.48,4081.0,16530.166666666700,649,40,Male,Single,University,Use of Revolving Credit
146122.73,454.1666666666670,458.3333333333330,659,40,Male,Single,High School,Paid In Full
130266.23,260.0,390.0,659,40,Male,Single,High School,Paid In Full
118564.88,2638.333333333330,29733.83333333330,660,40,Male,Married,University,Use of Revolving Credit
223027.67,6302.166666666670,222363.3333333330,688,late 20s,Female,Single,University,Late Payment
111972.016,1100.0,26921.33333333330,670,late 20s,Female,Single,University,Use of Revolving Credit
89708.2,918.1666666666670,16488.833333333300,678,early 20s,Female,Single,Graduate School,Late Payment
29431.697,1288.0,46957.0,670,early 20s,Female,Single,University,Late Payment
36306.47,2324.6666666666700,14651.833333333300,664,early 20s,Female,Single,University,Use of Revolving Credit
108115.29,4421.333333333330,13707.666666666700,676,early 20s,Male,Single,Graduate School,Use of Revolving Credit
198008.8,5064.5,91315.83333333330,691,late 20s,Male,Single,Graduate School,Use of Revolving Credit
200266.0,6230.833333333330,7808.333333333330,687,early 30s,Male,Married,University,Paid In Full
98681.32,3095.0,98202.5,680,early 20s,Female,Single,Graduate School,Late Payment
66288.99,862.5,7104.333333333330,668,late 30s,Male,Single,High School,Late Payment
234794.81,7112.0,219872.66666666700,655,40,Female,Divorced,High School,Late Payment
100543.74,1072.1666666666700,8636.333333333330,671,late 20s,Female,Single,University,Use of Revolving Credit
206543.5,1311.5,1791.0,686,early 30s,Female,Married,University,No Consumption
68061.445,525.5,3081.1666666666700,664,early 20s,Female,Single,University,Use of Revolving Credit
215037.08,1610.0,1997.5,687,early 30s,Female,Married,University,No Consumption
136897.56,1000.6666666666700,19785.83333333330,680,early 30s,Male,Married,Graduate School,Use of Revolving Credit
332245.72,22900.33333333330,23032.666666666700,728,late 20s,Female,Married,Graduate School,No Consumption
212544.02,5218.833333333330,157331.66666666700,689,early 30s,Female,Married,High School,Use of Revolving Credit
138264.36,2247.333333333330,14322.5,683,late 30s,Female,Single,Graduate School,Use of Revolving Credit
144790.12,3000.0,47865.0,658,late 30s,Female,Married,Others,Use of Revolving Credit
180383.83,4187.833333333330,100008.5,682,early 30s,Female,Married,University,Use of Revolving Credit
137194.66,805.3333333333330,1092.6666666666700,671,late 30s,Male,Single,High School,Paid In Full
115098.24,571.5,10810.5,672,late 30s,Female,Single,University,Use of Revolving Credit
72654.98,879.3333333333330,1449.3333333333300,664,early 20s,Female,Single,University,Use of Revolving Credit
116659.875,1125.8333333333300,7907.833333333330,675,early 30s,Male,Single,Graduate School,Use of Revolving Credit
218954.88,5050.0,5235.166666666670,694,late 30s,Male,Married,Graduate School,Paid In Full
112175.92,2368.0,6537.5,677,early 30s,Female,Married,University,Use of Revolving Credit
189242.7,5703.166666666670,48377.16666666670,678,40,Male,Single,Graduate School,Use of Revolving Credit
147456.2,3124.1666666666700,76802.0,667,late 20s,Male,Single,University,Use of Revolving Credit
149093.11,4583.333333333330,106410.83333333300,686,early 30s,Male,Single,Graduate School,Late Payment
134153.72,2039.1666666666700,3081.6666666666700,677,late 20s,Female,Single,University,Late Payment
185970.02,4265.166666666670,104540.66666666700,679,40,Female,Married,University,Use of Revolving Credit
91974.77,702.1666666666670,14163.333333333300,674,early 20s,Female,Single,Graduate School,Use of Revolving Credit
142373.52,2833.333333333330,9419.5,691,early 30s,Female,Single,Graduate School,Late Payment
152969.36,4916.666666666670,56009.5,681,early 30s,Female,Single,University,Use of Revolving Credit
30543.025,1516.6666666666700,10565.166666666700,668,early 20s,Female,Married,High School,Use of Revolving Credit
34289.29,4666.666666666670,29600.33333333330,661,early 20s,Female,Single,University,Use of Revolving Credit
152499.9,4103.833333333330,5715.166666666670,681,early 20s,Female,Single,Graduate School,Paid In Full
85743.96,1617.8333333333300,24981.5,669,early 20s,Male,Single,Graduate School,Use of Revolving Credit
7560.1655,1172.1666666666700,19798.666666666700,656,early 20s,Male,Single,University,Use of Revolving Credit
308459.12,8516.666666666670,250329.8333333330,695,40,Female,Married,University,Use of Revolving Credit
101922.92,1392.8333333333300,35848.166666666700,658,40,Male,Single,High School,Use of Revolving Credit
110382.305,3574.6666666666700,69597.16666666670,678,early 30s,Female,Married,University,Use of Revolving Credit
123052.32,744.3333333333330,1024.6666666666700,670,early 20s,Female,Single,University,Paid In Full
123482.96,1333.6666666666700,30458.5,676,early 30s,Female,Married,University,Use of Revolving Credit
205455.1,3202.6666666666700,4093.3333333333300,674,40,Male,Single,Graduate School,No Consumption
121152.82,680.5,2840.0,648,early 20s,Female,Single,Others,Paid In Full
172000.31,6520.666666666670,157233.83333333300,685,early 20s,Male,Married,Graduate School,Late Payment
293585.72,7767.5,207269.16666666700,701,early 30s,Female,Married,Graduate School,Use of Revolving Credit
302197.38,38137.16666666670,38459.66666666670,699,40,Male,Married,High School,Paid In Full
105482.64,894.5,10698.833333333300,671,early 30s,Male,Married,University,Use of Revolving Credit
188649.11,5257.666666666670,165888.5,682,early 20s,Female,Married,University,Use of Revolving Credit
183512.31,4166.666666666670,100758.16666666700,682,late 20s,Male,Single,Graduate School,Use of Revolving Credit
26080.322,707.1666666666670,8041.833333333330,671,early 20s,Male,Single,Graduate School,Late Payment
157067.03,5250.0,62248.0,672,early 30s,Female,Single,University,Use of Revolving Credit
98977.86,1331.5,29368.0,663,40,Female,Married,High School,Use of Revolving Credit
234488.83,8940.166666666670,8015.333333333330,697,late 20s,Female,Single,Graduate School,Paid In Full
200547.52,326.0,380.3333333333330,693,late 30s,Female,Married,Graduate School,Paid In Full
148881.23,4216.666666666670,64001.5,677,late 20s,Female,Single,University,Use of Revolving Credit
131570.14,416.0,416.0,666,early 20s,Male,Single,University,Paid In Full
187188.28,4495.666666666670,5287.166666666670,677,40,Female,Married,University,Paid In Full
87043.82,1043.8333333333300,16273.333333333300,665,40,Female,Married,High School,Use of Revolving Credit
122846.28,3200.6666666666700,15667.0,682,early 30s,Female,Married,University,Use of Revolving Credit
126198.14,2499.333333333330,33711.0,677,late 20s,Female,Single,University,Use of Revolving Credit
192013.72,4033.3333333333300,83607.83333333330,690,late 30s,Female,Married,Graduate School,Use of Revolving Credit
130291.73,3533.333333333330,40080.66666666670,669,early 30s,Male,Single,University,Use of Revolving Credit
232544.06,7816.666666666670,200479.16666666700,705,early 30s,Female,Married,Graduate School,Late Payment
88332.84,1639.3333333333300,16554.166666666700,668,40,Female,Married,High School,Late Payment
476443.34,19174.5,416471.3333333330,730,late 20s,Female,Single,Graduate School,Use of Revolving Credit
144132.67,2805.333333333330,65201.333333333300,675,late 20s,Female,Single,University,Use of Revolving Credit
199871.95,3535.1666666666700,110160.83333333300,686,early 30s,Male,Married,Graduate School,Use of Revolving Credit
48667.43,859.6666666666670,5863.5,661,40,Male,Married,High School,Late Payment
70761.766,1080.6666666666700,21654.166666666700,665,early 20s,Female,Single,University,Use of Revolving Credit
272990.28,34936.5,114107.5,697,early 20s,Male,Single,High School,Paid In Full
115900.11,2216.6666666666700,44385.0,672,early 30s,Female,Single,High School,Use of Revolving Credit
147085.56,3011.0,72689.33333333330,669,40,Female,Married,High School,Paid In Full
217268.22,4085.0,117136.0,687,late 30s,Male,Married,High School,Paid In Full
153486.53,3890.6666666666700,29408.83333333330,688,late 20s,Female,Single,Graduate School,Use of Revolving Credit
56699.797,1386.6666666666700,28559.83333333330,661,40,Female,Married,High School,Use of Revolving Credit
247982.9,11957.833333333300,12190.833333333300,694,early 30s,Male,Single,University,No Consumption
93335.766,1233.3333333333300,34257.166666666700,684,late 30s,Male,Married,Graduate School,Late Payment
140445.81,2305.0,46947.333333333300,680,early 30s,Female,Married,University,Use of Revolving Credit
95856.28,794.1666666666670,8795.5,631,40,Male,Divorced,University,Use of Revolving Credit
227805.86,736.6666666666670,259.8333333333330,682,early 30s,Female,Single,University,No Consumption
171797.88,2908.5,3311.833333333330,678,early 20s,Male,Single,Graduate School,Paid In Full
103968.45,1637.1666666666700,42403.66666666670,670,early 30s,Male,Single,High School,Late Payment
486605.8,32864.833333333300,308190.8333333330,721,early 30s,Male,Single,Graduate School,Paid In Full
284099.03,32182.0,99596.16666666670,665,40,Male,Married,Graduate School,Use of Revolving Credit
194986.28,4767.5,120472.16666666700,679,early 30s,Male,Single,University,Use of Revolving Credit
89053.555,1850.0,27475.0,663,40,Female,Married,High School,Use of Revolving Credit
223861.78,11126.5,31129.5,670,40,Male,Married,Graduate School,Paid In Full
329462.28,10371.5,281192.6666666670,697,early 30s,Female,Single,University,Use of Revolving Credit
218267.12,5216.666666666670,119786.5,690,late 30s,Female,Single,Graduate School,Use of Revolving Credit
189666.75,4281.0,115605.66666666700,678,early 30s,Female,Single,University,Use of Revolving Credit
176729.45,4185.333333333330,5014.333333333330,675,late 20s,Male,Single,University,Paid In Full
343402.78,38299.16666666670,129410.83333333300,645,late 20s,Male,Single,University,Paid In Full
107532.68,1133.3333333333300,13701.5,664,40,Female,Married,University,Use of Revolving Credit
234342.73,6249.333333333330,179001.83333333300,695,early 30s,Female,Married,High School,Use of Revolving Credit
129259.46,2166.6666666666700,45576.5,674,late 20s,Female,Single,University,Use of Revolving Credit
110280.66,964.8333333333330,12603.5,656,40,Male,Single,University,Use of Revolving Credit
96626.74,3500.0,62990.5,672,early 20s,Male,Single,Graduate School,Use of Revolving Credit
106267.3,25.0,194.16666666666700,669,early 20s,Female,Single,University,Paid In Full
211090.0,1835.0,2226.833333333330,690,early 30s,Male,Married,Graduate School,Paid In Full
157006.4,11512.5,59639.833333333300,677,early 20s,Male,Single,Graduate School,Use of Revolving Credit
189750.38,446.6666666666670,717.0,691,early 30s,Female,Married,Graduate School,Paid In Full
185259.6,454.6666666666670,583.5,681,late 20s,Male,Single,Graduate School,Paid In Full
400364.06,12249.0,349639.1666666670,707,late 20s,Male,Single,Graduate School,Use of Revolving Credit
370137.47,11110.833333333300,315016.3333333330,705,early 30s,Female,Single,Graduate School,Late Payment
105180.32,1455.5,29340.666666666700,675,early 30s,Female,Married,High School,Use of Revolving Credit
63726.46,1696.6666666666700,3915.3333333333300,664,early 20s,Female,Single,University,Use of Revolving Credit
210132.95,5916.666666666670,165273.33333333300,693,late 20s,Male,Married,High School,Late Payment
199424.9,3452.833333333330,95499.5,691,late 30s,Male,Married,Graduate School,Use of Revolving Credit
170622.4,3916.6666666666700,97569.83333333330,677,late 30s,Male,Married,University,Use of Revolving Credit
106902.25,3382.333333333330,7114.166666666670,660,40,Female,Single,High School,Use of Revolving Credit
189134.14,3441.1666666666700,93248.5,682,late 20s,Male,Single,Graduate School,Use of Revolving Credit
142961.23,1466.6666666666700,36653.66666666670,686,late 20s,Female,Single,Graduate School,Late Payment
210780.53,5200.0,114335.83333333300,687,late 20s,Female,Single,Graduate School,Use of Revolving Credit
97938.8,1765.6666666666700,47867.66666666670,669,early 20s,Male,Single,Graduate School,Use of Revolving Credit
174690.11,2420.333333333330,84131.5,690,late 20s,Female,Single,University,Use of Revolving Credit
128962.375,2596.1666666666700,68145.83333333330,669,early 30s,Male,Single,University,Use of Revolving Credit
106029.4,1394.5,7538.666666666670,671,late 30s,Female,Single,University,Use of Revolving Credit
189031.19,4462.333333333330,149321.83333333300,693,early 20s,Female,Married,University,Use of Revolving Credit
86044.98,2016.6666666666700,46915.5,679,late 30s,Female,Married,High School,Late Payment
280960.53,23345.666666666700,136484.33333333300,710,late 30s,Male,Married,Graduate School,Use of Revolving Credit
10856.76,683.3333333333330,14209.833333333300,667,early 20s,Male,Married,University,Late Payment
153375.11,3716.5,94667.5,677,early 20s,Male,Single,Graduate School,Use of Revolving Credit
113207.88,2955.6666666666700,81085.5,663,early 20s,Male,Single,University,Use of Revolving Credit
80814.13,2132.0,43943.5,670,early 20s,Female,Married,University,Use of Revolving Credit
150555.8,4415.166666666670,124830.5,670,early 20s,Male,Single,University,Use of Revolving Credit
67292.984,1446.1666666666700,21371.83333333330,660,early 20s,Male,Single,University,Use of Revolving Credit
209625.66,2001.1666666666700,1664.1666666666700,690,late 20s,Female,Single,Graduate School,Paid In Full
150384.62,2328.1666666666700,8239.333333333330,686,early 20s,Female,Married,Graduate School,Paid In Full
151421.44,4740.666666666670,105811.83333333300,679,early 20s,Female,Single,University,Use of Revolving Credit
183198.86,2789.0,4211.0,683,early 30s,Female,Married,University,Paid In Full
233215.22,18522.666666666700,21305.83333333330,697,late 30s,Female,Married,High School,Paid In Full
238952.69,5022.833333333330,140343.5,692,early 30s,Female,Single,Graduate School,Use of Revolving Credit
279198.34,12213.666666666700,11486.833333333300,705,40,Female,Married,Graduate School,No Consumption
176547.25,5696.166666666670,141243.66666666700,676,40,Male,Married,Graduate School,Late Payment
171597.92,8750.0,120307.0,683,early 30s,Female,Single,University,Late Payment
79350.516,2316.6666666666700,55009.16666666670,676,late 30s,Male,Married,University,Late Payment
120015.83,1334.1666666666700,33024.666666666700,672,late 30s,Female,Single,University,Use of Revolving Credit
242519.06,831.3333333333330,866.1666666666670,693,late 20s,Female,Single,Graduate School,No Consumption
79319.05,1236.3333333333300,33660.666666666700,664,early 20s,Male,Single,University,Use of Revolving Credit
62063.094,1487.0,28932.666666666700,665,early 20s,Female,Single,High School,Use of Revolving Credit
187176.88,1535.0,1530.3333333333300,679,late 20s,Female,Single,University,Paid In Full
51662.914,1212.0,18969.33333333330,668,early 20s,Female,Married,University,Use of Revolving Credit
221439.12,5111.333333333330,7354.166666666670,678,40,Female,Married,University,No Consumption
226085.38,32657.0,120342.16666666700,632,early 20s,Male,Married,University,Use of Revolving Credit
128512.07,2018.3333333333300,58040.5,671,late 30s,Male,Single,University,Use of Revolving Credit
162617.78,4042.3333333333300,91432.66666666670,681,late 20s,Female,Single,University,Late Payment
59393.86,4280.5,24164.33333333330,654,early 20s,Male,Single,High School,Use of Revolving Credit
123636.13,4000.0,99263.5,687,early 30s,Female,Married,University,Late Payment
261822.14,4753.166666666670,195174.5,702,late 20s,Female,Married,University,Use of Revolving Credit
172626.33,4436.833333333330,101323.16666666700,675,late 20s,Female,Single,University,Use of Revolving Credit
31041.502,3200.5,3603.0,669,early 20s,Female,Single,High School,Late Payment
210801.97,5457.833333333330,1165.0,681,late 30s,Female,Single,Graduate School,Paid In Full
273951.0,11784.333333333300,14146.0,705,late 20s,Female,Single,Graduate School,No Consumption
